BUILDER_REGNO|COMPANY_NAME|STREET_1|STREET_2|CITY|STATE|ZIP|BUILDER_STATUS|RENEWAL_DATE|PLAN
01815|CROWLEY BUILDERS INC|638 DENVER BLVD||EDISON|NJ|08820|E|19930731|*
01816|ENSO PADOVANI|102 SECOND AVENUE||RARITAN|NJ|08869|E|19951130|*
01817|ARKO CONSTRUCTION CO INC|BOX 749||PERTH AMBOY|NJ|08862|E|19950731|*
01818|ANDREWS-FOULET PRINCETON INC|1000 HERRONTOWN RD||PRINCETON|NJ|08540|E|19940331|
01819|GOLDEN KEY HOMES|674 BROADWAY||BAYONNE|NJ|07002|E|19810731|*
01820|PHILLIP L PITTORE JR|35 N UNION ST||LAMBERTVILLE|NJ|08530|E|19810731|*
01821|SADDLE RIVER VALLEY DEVELOPMENT CORP|1615 HAMBURG TPK||WAYNE|NJ|07470|E|19870731|H
01822|WILLIAM F MAMMELE BLDRS INC|4473 VENICEAN RD||SEA ISLE CITY|NJ|08243|E|19970731|*
01823|GEORGE E KOVAK|272 TWIN OAKS TER||WESTFIELD|NJ|07090|E|19870731|*
01824|DEL TESS BUILDERS INC|104 E COLUMBUS AV||PALISADES PARK|NJ|07650|E|19810731|*
01825|MONTVALE CONST CO INC|80 UPPER SADDLE RIVER RD||MONTVALE|NJ|07645|E|19890731|H
01826|PHILLIP A SPORKIN|310 WINDSOR DRIVE||VENTNOR|NJ|08406|E|19850731|*
01827|FOUR SEASONS HOMES|P.O. BOX 227||NORWOOD|NJ|07648|E|19880131|*
01828|BRACIN INC|361 MARLBORO RD||ENGLEWOOD|NJ|07631|E|19810731|*
01829|DODDY BUILDERS|RD 3 BOX 310||PHILLIPSBURG|NJ|08865|E|19870731|*
01830|PAUL FERRARA|RETURNED  FORWARDING TIME EXP|DO NOT SEND MAIL  5/22/95 MS|SUSSEX|NJ|07461|E|19890731|*
01831|PHILLIP H COOK BUILDER|2 E LAKE CI||MEDFORD|NJ|08055|E|19850731|*
01832|ALL STAR BUILDING CONTRACTOR|111 W 11TH AV||N WILDWOOD|NJ|08260|E|19810731|*
01833|JAMES F RYAN JR|2520 WHITE HORSE PK||COLOGNE|NJ|08213|E|19830731|*
01834|DONALD TOKASH|307 LONG HILL RD||HILLSBORO|NJ|08844|E|20100131|*
01835|RAYMOND L SWACK|27 UPPER HIGHCREST ROAD||WEST MILFORD|NJ|07480|E|19950731|*
01836|ANTHONY PARAGANO INC|27 E MAIN ST||MENDAM|NJ|07945|E|20010731|
01837|LAUREN HOMES|GLEN AV||STOCKHOLM|NJ|07460|E|19810731|*
01838|RANDALL G JORALEMON|R R 1 BOX 190 SOUTH RD||CHESTER|NJ|07930|E|19810731|*
01839|A DIMAIO & SON INC|15 REESE AVENUE||HACKETTSTOWN|NJ|07840||20150731|*
01840|LANDEX CONSTRUCTION|2819 SE 19TH PLACE||CAPE CORAL|FL|33904|E|19891031|*
01841|FETTER & SHEARN BUILDERS INC|116 31ST ST||BRIGANTINE|NJ|08203|E|19890731|A
01842|DESIGNING & BUILDING INC|108 RIDGEDALE AVENUE||MORRISTOWN|NJ|07960|E|19970731|*
01843|WILLIAM REITEMEYER|363 BIRCH BARK DR||BRICK|NJ|08723|E|20000331|*
01844|ROOTLANDS INC|RD 1||ANNANDALE|NJ|08801|E|19860430|*
01845|ACACIO VILLANI CONTRACTING INC|190 BROOKLAKE ROAD||FLORHAM PARK|NJ|07932|E|19930731|*
01846|DELLOMO CONST CO INC|477B N ANNAPOLIS AV||ATLANTIC CITY|NJ|08401|E|19810731|H
01847|CASTLE GROUP INC|100 CASTLE POINTE BLVD||PISCATAWAY|NJ|08854|E|19970131|R
01848|TROY BUILDERS|119 N TROY AV||VENTNOR|NJ|08406|E|19810731|*
01849|PHEASANT WAY INC|PO BOX 80||MANALAPAN|NJ|07726|E|19810731|*
01850|EAGLENEST HILL CORP|PO BOX 80||TENNENT|NJ|07763|E|19830731|H
01851|DEER PATH INC|P O BOX 80||TENNENT|NJ|07763|E|19810731|H
01852|W & H REALTY INC|819 NEW RD PO BOX 117||NORTHFIELD|NJ|08225|E|19830731|*
01853|BARRY D NEIGHBOUR BUILDER INC|1906 OLD MILL ROAD||WALL TWP|NJ|07719|E|20030731|*
01854|ROBERT O'KEEFE|605 RT 28||BRIDGEWATER|NJ|08807|E|19810731|*
01855|M D C CONSTRUCTION|RD 2 BOX 80|HEADQUARTERS LAMBERTVILLE RD|LAMBERTVILLE|NJ|08530|E|19890731|*
01856|A MASTANDREA & SONS INC|90 WASHINGTON AVENUE||NUTLEY|NJ|07110|E|19910731|*
01857|EMIL J SCHALLER CONTRACTING INC|RD 1 BOX 276A||ELMER|NJ|08318|E|19950731|*
01858|CHARLES P CONOVER & SON|MENDHAM RD||GLADSTONE|NJ|07934|E|19850731|H
01859|TOOL CONSTRUCTION CO|PO BOX 293||BEACH HAVEN|NJ|08008|E|19950731|*
01860|BERNARD ARMONI|812 AVENUE C||BAYONNE|NJ|07002|E|19830731|*
01861|TALBUILT HOMES INC|66 E MCFARLAN ST||DOVER|NJ|07801|E|19810731|*
01862|PASQUALE J MORLACHETTA JR|387 DEMOCRAT ROAD||GIBBSTOWN|NJ|08027|E|19910731|*
01863|STEPHENS CUSTOM HOMES INC|71 PINE BROOK RD||TOWACO|NJ|07082|E|19890731|*
01864|ANDREW ALBANESE*|357 NORTH FIRST STREET||SURF CITY|NJ|08008||20160331|*
01865|HOLMES NEW RIDGE BLDRS INC|RD 2 BOX 76||CREAM RIDGE|NJ|08514|E|19941130|*
01866|HANADA DEVELOPMENT CORP|22 N FRANKLIN AV||PLEASANTVILLE|NJ|08323|E|19851130|*
01867|WETTERSKOG CONSTRUCTION CO INC|PO BOX 325||JULIUSTOWN|NJ|08042|E|19970731|*
01868|SOUTH BRANCH INVESTMENTS CO|30 TIMBERLINE DRIVE||BRIDGEWATER|NJ|08807||20150731|*
01869|BURNT MILLS CORPORATION|30 TIMBERLINE DRIVE||BRIDGEWATER|NJ|08807|E|19940531|H
01870|K & W BUILDERS|400 HAVANA AV||EGG HARBOR|NJ|08215|E|19810731|*
01871|JOHN JAMES KULIK|236 JEFFERSON AV||HASBROUCK HTS|NJ|07604|E|19830731|*
01872|GEM MANOR HOMES INC|222 GROVE ST||LODI|NJ|07644|E|19830731|*
01873|COLUCCI LUMBER CO INC|PO BOX C||MALAGA|NJ|08328|E|20050731|*
01874|DELCRAFT CONST CO INC|201 DELAWARE AV||ROEBLING|NJ|08554|E|19810731|*
01875|COLONIAL CUSTOM HOMES INC|271 OLD WOODS RD||FRANKLIN LAKES|NJ|07417|E|19940630|H
01876|WILLIAM SUTTON CONST CO INC|404 VALLEY WAY||BRICKTOWN|NJ|08723|E|19841231|*
01877|PAUL JOSEPH BURCZ|27A THE VILLAGES||FREEHOLD|NJ|07728|S|19810731|*
01878|JOHN M WEBER|RD 2 GREENVILLE RD||ELMER|NJ|08318|E|19810731|*
01879|JOHN R SPARK|PO BOX 3204||HARVEY CEDARS|NJ|08008||20150731|*
01880|MARK V BLDRS INC|RD 1 BOX 373||HAMPTON|NJ|08827|E|19870731|H
01881|VINCENT J CRAPARATTA JR|1707 2ND AV||SPRING LAKE|NJ|07762|E|19870731|*
01882|FRANBAR INC|C/O NEWELL|63 W MAIN ST|FREEHOLD|NJ|07728|E|19830731|H
01883|WILLIAM PFIZENMAYER JR|241 WEST 27TH STREET||SHIP BOTTOM|NJ|08008|E|19920930|*
01884|MO MAR CONST CO INC|E WHEAT RD CMR 28||VINELAND|NJ|08360|E|19830731|*
01885|BITNER REALTY ASSOC INC|417 MAIN ST||CHATHAM|NJ|07928|E|19810731|*
01886|LOUIS PAVIA|10 ST JOHN AV||TOMS RIVER|NJ|08753|E|19850731|*
01887|CHARLES W COOPER SR|RD 1 BOX 213A NOLAN RD||MORGANVILLE|NJ|07751|E|19890731|*
01888|BIGLEY BUILDING CORP|2 DORI CT RD 2||ERIAL|NJ|08081|E|19810731|H
01889|NORMAN F SISCO CONSTR|33 MILLBROOK STILLWATER RD||BLAIRSTOWN|NJ|07825|E|20020630|*
01890|ROBERT MCEWAN|1570 RT 23||BUTLER|NJ|07405|E|19870731|*
01891|THORNTON C LEWIS|FOX RUN R R 2 BOX 204||CALIFON|NJ|07830|E|19810731|H
01892|WILLIAM A NEWSON JR|11 BEEMAN PL||SUCCASUNNA|NJ|07876|S|19850731|*
01893|T C LEWIS INC|21 HALSTEAD ST||CLINTON|NJ|08809|E|19850731|*
01894|M L RUBERTON CONST CO|P O BOX 564|REAR OF 309 CHESTNUT ST|HAMMONTON|NJ|08037|E|19870731|*
01895|R H BENNETT DEV CORP/ROBIN MGT INC|1344 S SHORE RD|OCEAN VIEW NJ|ERIAL|NJ|08081|E|19870831|*
01896|URBAN FARMS INC|808 HIGH MOUNTAIN RD||FRANKLIN LAKES|NJ|07417|E|19970731|*
01897|JOHN LAWSON BUILDERS INC|808 HIGH MOUNTAIN RD||FRANKLIN LAKES|NJ|07417|E|19870731|H
01898|FOX CONSTRUCTION CORP|823 ELM AV||LINDENWOLD|NJ|08021|E|19810731|*
01899|JOSEPH B MOORE INC|740 ATSION RD||ATCO|NJ|08004|E|19810731|*
01900|FEDAK HOMES|36 KEYSTONE DRIVE||ATLANTIC HIGHLANDS|NJ|07716|E|19970731|*
01901|JOHN R MEHALICK|240 S MAIN ST||MANVILLE|NJ|08835|E|19890731|*
01902|BERNARD WARD BUILDER INC|58 CHURCH ST||FAIR HAVEN|NJ|07701|E|19810731|H
01903|JOSEPH BOBOWSKI|BOX 637 MAIN ST||PATTENBURG|NJ|08860|E|19881130|*
01904|ANNA LEE HOMES INC|R D 1 BOX 186||WARETOWN|NJ|08757|E|19810731|*
01905|ERWIN CONSTRUCTION CO INC|35 DEWEY ST||GARFIELD|NJ|07026|E|19810731|*
01906|WILLIAM R CUNDEY III|GENERAL CONTRACTOR INC|5 LAYTON ROAD|PILESGROVE|NJ|08098|E|20000331|*
01907|HOMES OF DISTINCTION INC|8 LAVALLETTE AV||LAVALETTE|NJ|08735|E|19810731|*
01908|MINAROVICH BUILDING CO INC|77 MORTON ST||BRIDGEWATER|NJ|08807|E|19970731|*
01909|SERRO CUSTOM HOMES INC|1110 BARTON AV||PT PLEASANT|NJ|08742|E|19830731|*
01910|JOHN H MILLER BUILDING CONTRACTOR|PO BOX 636 212 LAKE AV||ISLAND HTS|NJ|08732|E|19810731|*
01911|W EPSTEIN ASSOCIATES INC|P O BOX 258  RT 513||PITTSTOWN|NJ|08867|E|20010331|*
01912|EL-PAUL HOMES INC|112 N 8TH STREET||VINELAND|NJ|08360|E|19910731|H
01913|RAVLIN CONST CO INC|55 FARRINGTON BD||N BRUNSWICK|NJ|08902|E|19830731|*
01914|ROBERT J BAYUK|15 HILLSIDE DRIVE||ANNANDALE|NJ|08801|E|19810731|*
01915|FRED MOORE & SON INC|204 E CHARLESTON AV||WILDWOOD CREST|NJ|08260|E|19810731|*
01916|GENE CASTNER CONTR & BLDR INC|10 PARK HILL RD||WASHINGTON|NJ|07882|E|19970731|*
01917|WALTER MALKIEWICZ|21 UNION VALLY RD||ENGLISHTOWN|NJ|07726|E|19970731|*
01918|MARILYN BOTT|800 MAIN ROAD||TOWACO|NJ|07082|E|20030731|*
01919|BERNED INC|409 MINNISINK RD BOX 233||TOTOWA|NJ|07511|E|19870731|H
01920|HART CONSTRUCTION CORP|P O BOX 2177 BLDG T|GREENFIELD GARDENS|EDISON|NJ|08818|E|19910731|H
01921|I JOSEPH MISTRETTA|208 SPRING HILL RD||SKILLMAN|NJ|08558|E|19930731|*
01922|CASALINO CONST CO INC|4 FROST AVE E||EDISON|NJ|08820|E|19890731|*
01923|EPIC BUILDERS INC|92 WEST MAIN STREET||MENDHAM|NJ|07945|E|19910731|H
01924|FRANK S PANETTA|T/A HARVEST AGENCY|270 CHAMBERSBRIDGE RD|BRICK|NJ|08723|E|19930630|*
01925|MULLICAN HILL ASSOC|927 HUNTINGDON PK||HUNTINGDON VALLEY|PA|19006|E|19810731|H
01926|PERNFISH INC|620 & 622 OCEAN AV||WEST END|NJ|07740|E|19810731|H
01927|GENCRI CONSTRUCTION CO INC|2750 KENNEDY BD||JERSEY CITY|NJ|07306|E|20111031|*
01928|ABGOLD BUILDERS INC|P O BOX-F||BELLE MEAD|NJ|08502|E|19890731|A
01929|STEDWICK INC|90 WOODBRIDGE CENTER DRIVE||WOODBRIDGE|NJ|07095|E|19830731|H
01930|G & O DEVELOPMENT CORP|64 MORRIS AV||MANASQUAN|NJ|08736|E|19810731|*
01931|AKERSON CORP|RFD I BOX 40A||ENGLISHTOWN|NJ|07726|E|19810731|*
01932|AXEL SCHUETTE|BOX 247 RD 1||LEBANON|NJ|08833|E|19810731|*
01933|LEO HAUS INC|1052 RIDGE AV||LAKEWOOD|NJ|08701|E|19810731|*
01934|RICHARD J TRAWINSKI|60 16TH AV||ELMWOOD PARK|NJ|07407|E|19810731|*
01935|GEORGE NELSON GENERAL CONTRACTOR|P O BOX 29||SUSSEX|NJ|07461|E|19880430|*
01936|GEORGE A & KAREN E BURO|PO BOX 236||BRICK|NJ|08723|E|19871231|*
01937|LORAM CORP|2100 HY 35 STE D||SEA GIRT|NJ|08750|E|19810731|*
01938|C D PLUMMER ASSOCIATES|2 COVENTRY CIRCLE WEST||MARLTON|NJ|08053|E|20070731|A
01939|L SZIGETHY INC|2013 WILLOW OAK ROAD||MAYS LANDING|NJ|08330|E|19930731|
01940|J E B DEVELOPERS INC|133 SOUTH PLAINFIELD AVENUE||SOUTH PLAINFIELD|NJ|07080|E|19950228|
01941|TREBOR DEVELOPERS INC|133 SOUTH PLAINFIELD AVENUE||SOUTH PLAINFIELD|NJ|07080||20150630|*
01942|SIRKAY INC|3112 WOODLAND AV||S PLAINFIELD|NJ|07080|E|19810731|H
01943|OVER JORDON CONST CO|133 W PALMER AV||W LONG BRANCH|NJ|07764|E|19810731|*
01944|SHAWN ASSOC INC|910 CUMMINGS AV||BLACKWOOD|NJ|08012|E|19850731|*
01945|THOMAS D FERGUSON JR INC|266 MAIN ST||GLADSTONE|NJ|07934|E|19810731|H
01946|BRUCE A RUSSELL|RD 1 BOX 1255||SUSSEX|NJ|07461|E|19890731|*
01947|MARELIS CONSTRUCTION CORP|250 ALFRED STREET||ENGLEWOOD CLIFFS|NJ|07632|E|19910731|*
01948|BEACON HILL ESTATES INC|266 MAIN ST||GLADSTONE|NJ|07934|E|19810731|H
01949|BLUE STAR HOMES INC|ELIZABETH AV||SOMERSET|NJ|08873|E|19810731|*
01950|JOSEPH R DICKINSON III|BOX 234 RT 1||MAYS LANDING|NJ|08330|E|19870430|*
01951|HADASH & SON INC|43 W FRONT ST STE 17 HAMILTON||RED BANK|NJ|07701|E|19870731|*
01952|LAKE LENORE ESTATES INC| 1 GIBRALTAR DR (SUITE 2-D)||MORRIS PLAINS|NJ|07950|E|19950731|*
01953|CHARLES ATKINS & S STEPHEN ATKINS|349 E NORTHFIELD RD||LIVINGSTON|NJ|07039|E|19810731|*
01954|VALLEY ESTATES INC|266 MAIN ST||GLADSTONE|NJ|07934|E|19810731|H
01955|WINDING RIDGE ESTATES INC|266 MAIN ST||GLADSTONE|NJ|07934|E|19810731|H
01956|JAX CONSTRUCTION CO INC|156 MAPLE AVE||CHESTER|NJ|07930|E|19941031|
01957|RAYMOND DE BIASA GEN CONTRACTING|401 GLENDALE RD||NORTHVALE|NJ|07647|E|19870531|*
01958|B ADAMSKI & SONS|21 GOLFVIEW RD||UPP SADDLE RIVER|NJ|07458|E|19830731|*
01959|BARRISTER HOMES INC|362 MAIN ST||WYCKOFF|NJ|07481|E|19870731|H
01960|SANSONE BUILDING CO|RFD 4 BOX 505||N BRUNSWICK|NJ|08902|E|19810731|*
01961|TUCKAHOE CONSTRUCTION CO INC|978 DEKALB PK||BLUE BELL|PA|19422|E|19830731|B
01962|STARNELL CO|7 PENARTH RD||BALA CYNWYD|PA|19004|E|19830731|*
01963|HALLMARK DEVELOPERS INC|744 FERNWOOD CT||RIDGEWOOD|NJ|07450|E|19860531|H
01964|LDJ BUILDERS INC|INTERSTATE OFFICE CENTER|8 WOOD HOLLOW ROAD   PLAZA 4|PARSIPPANY|NJ|07054||20150331|*
01965|MALLOY & FRANSON LTD|11 BROOK AV||BASKING RIDGE|NJ|07920|E|19830731|*
01966|MCKIERNAN CONSTRUCTION CO|625 LAWLINS ROAD||WYCKOFF|NJ|07481|E|19910731|H
01967|ROBERT D COSTE|2001 ROSEMAR LN 636 WEST AV||OCEAN CITY|NJ|08226|E|19850731|*
01968|KENNETH LEE KESLINK|1125 BAYVIEW AV S||BAYVILLE|NJ|08721|E|19810731|*
01969|PAUL LINE HOMES|141 W MAIN ST||ROCKAWAY|NJ|07866|E|19810731|*
01970|CIN MAUR CONSTRUCTION INC|19 JANE ST||E HANOVER|NJ|07936|E|20000531|*
01971|DELHI CONSTRUCTION CO|398-8 HOLIDAY ON THE BAY||OCEAN|NJ|08753|E|19810731|*
01972|COUNTRY HOLLOW INC|1111 MARLKRESS RD||CHERRY HILL|NJ|08003|E|19870731|H
01973|ROPER CONSTRUCTION CORP|40 BOLTON BD||BERKELEY HTS|NJ|07922|E|19840630|*
01974|E H BIRON INC|12 STANHOPE RD||SPARTA|NJ|07881|E|19830731|*
01975|HARTZ MOUNTAIN ASSOC|400 PLAZA DR||SECAUCUS|NJ|07094|E|19880831|*
01976|COLT CONSTRUCTION CO|JAY ZAVALI|924 2ND AV|TOMS RIVER|NJ|08753|E|19810731|*
01977|WALTER H COPE|624 S CHURCH ST||MT LAUREL|NJ|08054|E|19830731|*
01978|MR JOHN GOURYEB|1 FOREST RD|LEBANON LAKES|BROWNS MILLS|NJ|08015|E|19810731|*
01979|FLEMINGTON SOUTH ESTATES INC|PO BOX 549||OAKHURST|NJ|07755|E|19930731|
01980|VALOR ENTERPRISES INC|RD 5 BOX 206 DEERPATH RD||WILMINGTON|NJ|08822|E|19830731|*
01981|CUSTOM WOODWORKING|BOX 59||FLAGTOWN|NJ|08821|E|19810731|*
01982|ELMAR NURK|RD 2 BUTTERFLY RD||JACKSON TWP|NJ|08527|E|19850731|*
01983|B K HOMES INC|2029 MORRIS AVENUE||UNION|NJ|07083|E|19850731|*
01984|HAROLD WACHTEL|23 VALLEY ST||S ORANGE|NJ|07079|E|19810731|*
01985|WILLIAMSBURG ESTATES INC|746 BROAD ST||SHREWSBURY|NJ|07701|B|19810731|*
01986|LAFAYETTE BUILDERS INC|PO BOX 238||MIDDLETOWN|NJ|07748|E|19850731|H
01987|AIGOTTI CONST CO INC|4 BUDD ST||LEDGEWOOD|NJ|07852|E|19810731|*
01988|ESOLDI BUILDERS INC|P O BOX 27||HAWTHORNE|NJ|07506|E|19910731|H
01989|WILLIAM D HADASH|43 W. FRONT ST|SUITE 17|RED BANK|NJ|07701|E|19890731|*
01990|GREENTREE ASSOCIATES INC|1705 CHANNEL DRIVE||MONMOUTH BEACH|NJ|07750|E|20000331|*
01991|ERNEST A DEL MONTE|RD 2 BOX 621||RINGOES|NJ|08551|E|19810731|*
01992|JACOB LATOVITZKI|65-02 161ST ST||FLUSHING|NY|11365|E|19901031|*
01993|ABE FEIGENBAUM|2616 EDNA DRIVE||VINELAND|NJ|08360|E|19810731|*
01994|VITO BELLINI INC|885 LINCOLN AVENUE||GLEN ROCK|NJ|07452|E|19940731|*
01995|RICHARD L PHALINES|344 N GLASSBORO RD||WOODBURY HTS|NJ|08097|E|19870731|*
01996|MC FADDEN SPRINGMAN CONST INC|344 N GLASSBORO RD||WOODBURY HTS|NJ|08097|E|19810731|*
01997|OLIVER PARKER|160 AIR MOUNT ROAD||MAHWAH|NJ|07430|E|20000228|*
01998|PINECLIFF HOMES|2375 HUDSON TER||FORT LEE|NJ|07024|E|19810731|H
01999|SACCO CONSTRUCTION INC|101 WEST AV||S PLAINFIELD|NJ|07080|E|19810731|*
02000|LYON HOMES|14 DELLETT DRIVE||INDIAN MILLS|NJ|08088|E|19850731|*
02001|VINCENT J GIARRATANA|75 MILL GLEN RD||UPP SADDLE RIVER|NJ|07458|E|19810731|*
02002|H I B CONSTRUCTION CO INC|38 PARK ST||FLORHAM|NJ|07932|E|19810731|*
02003|SAMUEL SCHWARZMAN|1039 CAMBRIDGE STREET||VINELAND|NJ|08360|E|19930731|*
02004|PRINCETON IVY EAST INC|90 WOODBRIDGE CENTER DRIVE||WOODBRIDGE|NJ|07095|E|19830731|*
02005|HILLSBORO VILLAGE INC|90 WOODBRIDGE CENTER DRIVE||WOODBRIDGE|NJ|07095|E|19830731|*
02006|BARRISTER ASSOCIATES INC|90 WOODBRIDGE CENTER DRIVE||WOODBRIDGE|NJ|07095|E|19890731|H
02007|HENRY LONG|31 GENTIAN LN||WATCHUNG|NJ|07069|E|20111031|*
02008|H G K W CORP|90 WOODBRIDGE CENTER DRIVE||WOODBRIDGE|NJ|07095|E|19890731|R
02009|STEVAN STAMEN|132 WALNUT ST||TOMS RIVER|NJ|08753|E|19930731|*
02010|SPENNY CONSTRUCTION CORP|12 DEERFIELD LN||MATAWAN|NJ|07747|E|19810731|*
02011|M H & M BUILDERS INC|90 WOODBRIDGE CENTER DRIVE||WOODBRIDGE|NJ|07095|E|19890731|A
02012|WAND L COLES GENERAL CONTRACTOR|555 PORT AU PACK||OCEANPORT|NJ|07757|E|19810731|H
02013|FOX CHASE HOMES OF WALLINGFORD|FOX SPARROW TURN RR3||VINCETOWN|NJ|08088|E|19810731|H
02014|LAWRENCE GENG|188 ROUTE 23 (PO BOX-381)||STOCKHOLM|NJ|07460|E|19920730|*
02015|JOSEPH E DI FIGLIA|WHEATSWORTH RD||HARDYSTON TWP|NJ|07419|S|19810731|*
02016|PAC KIN BUILDERS INC|1124 RT 202||RARITAN|NJ|08869|E|19830731|*
02017|PROGRESS BUILDERS|1107 7TH AV||NEPTUNE|NJ|07753|E|19830731|*
02018|MILTON C TRUXTON CONTRACTOR/BUILDER|24 FORTUNE LN||MILLVILLE|NJ|08332|E|19830731|*
02019|WILLIAM MUNKACSY|MULBERRY ST||HAMBURG|NJ|07419|E|19810731|*
02020|GUIDO CONSTRUCTION|820 BOWSPRIT POINT||LANOKA HARBOR|NJ|08734|E|19970731|*
02021|JAMES E ZOLDA|804B FAIRVIEW AVENUE||HAMMONTON|NJ|08037|E|20060630|*
02022|WOODMERE SOUTH ESTATES INC|1640 VAUXHALL RD||UNION|NJ|07083|E|19850731|*
02023|SOUTH MANCHESTER ACRES INC|1640 VAUXHALL RD||UNION|NJ|07083|E|19810731|H
02024|PRATT CAREY LTD|744 FERNWOOD CT||RIDGEWOOD|NJ|07450|E|19810731|H
02025|MULTIPLEX CORP|380 PROSPECT AV||HACKENSACK|NJ|07601|E|19810731|*
02026|JOSEPH VOLLMIN|16 HICKORY DRIVE||OAKLAND|NJ|07436|E|19870731|*
02027|MULI DEVELOPERS INC|416 63RD ST||W NEW YORK|NJ|07093|E|19810731|H
02028|JOHN M ZALEWSI|R D 1 BOX|GULICK RD|WHITEHOUSE STA|NJ|08889|E|19810731|H
02029|LA MANNA CORPORATION|406 CHANNEL DRIVE||PT PLEASANT|NJ|08742|E||
02030|RICHARD G HARRISON ASSOC INC|283 MONROE AV||WYCKOFF|NJ|07481|E|19810731|*
02031|THE NATIONAL BIRCHWOOD CORPORATION|410 E JERICHO TPK||MINEOLA|NY|11501|E|19850731|*
02032|JOSEPH P DODROWSKI|57 CEDAR DRIVE||COLTS NECK|NJ|07722|E|19810731|*
02033|E & S HOMES INC|155 LAFAYETTE AV||HAWTHORNE|NJ|07506|E|19810731|H
02034|MAX GURWICZ & SON INC|331 TILTON ROAD|P O BOX 5|NORTHFIELD|NJ|08225||20150731|Q
02035|GEORGE YIAPIS*|SUITE 1|2828 MCCALL ROAD|ENGLEWOOD|FL|34224|E|20010430|*
02036|CAMELOT KNOLLS BUILDING CORP|646 HY 18||E BRUNSWICK|NJ|08816|E|19910731|*
02037|BAR DAN BUILDERS INC|NEWELL|63 W MAIN ST|FREEHOLD|NJ|07728|E|19810731|H
02038|R & M LTD|144 LAWRENCE DRIVE||SHORT HILLS|NJ|07078|E|19850731|H
02039|KINGSTON BUILDERS INC|25 F NOB HILL||ROSELAND|NJ|07068|E|19810731|*
02040|BOCHESE HOMES INC|136 OAK ST||TENAFLY|NJ|07670|E|19910731|*
02041|D ROSA ENTERPRISES INC|150 HARTSHORNE ROAD||LOCUST|NJ|07760||20150731|R
02042|RICHARD W SIEGEL CONST INC|24 PHILLIPS RD||NEWTON|NJ|07860|E|20050731|*
02043|PAPARATTO CONST CO INC|295 NORTH MICHIGAN AVENUE||KENILWORTH|NJ|07033||20141231|*
02044|MEADOWVIEW DEVELOPMENT CORP|21 MEADOWVIEW DRIVE||COLTS NECK|NJ|07722|S|19830731|*
02045|WILLIAMSBURG IV INC|511 MARKET ST||CAMDEN|NJ|08102|E|19830731|H
02046|JOSEPH NEMETH CONST CO|RD 1 BLACK BROOK RD||HAMPTON|NJ|08827|E|19830731|*
02047|JERRY DE BARO INC|618 E MAIN STREET||BRIDGEWATER TWP|NJ|08807|E|19901031|H
02048|HARTH CONSTRUCTION INC|P O BOX 35||CALIFON|NJ|07830||20150731|*
02049|FAWN LAKES DEVELOPMENT CORP|3455 RT 66  SUITE #5||NEPTUNE|NJ|07753|S|19870731|*
02050|WILLIAM PEARSON CONST CO INC|245 WOODSVILLE ROAD||HOPEWELL|NJ|08525|E|19910630|H
02051|JORIC CONSTRUCTION INC|P O BOX 379||BRANCHVILLE|NJ|07826|E|19910731|*
02052|SHADOW OAKS AT CLINTON|55 OLD HY 22||CLINTON|NJ|08809|E|19810731|H
02053|AMCON DEVELOPMENT CORP|47 MILL RD||WOODCLIFF LAKE|NJ|07675|E|19830731|*
02054|JAYMEL BLDRS INC|325 S PLAINFIELD AV||S PLAINFIELD|NJ|07080|E|19810731|*
02055|JAMES GIAMMARINO|123 S POPLAR ST||GIBBSTOWN|NJ|08027|E|19830731|*
02056|IRONSTONE CONSTRUCTION CO|R D 4 WHITE BIRCH TRAIL||MEDFORD|NJ|08055|E|19810731|H
02057|DUNBAR HOMES INC|1640 VAUXHALL ROAD||UNION|NJ|07083|E|19910731|H
02058|ANGEL CONSTRUCTION CORP|308 SERRANO TR||BROWNS MILLS|NJ|08015|E|19921130|*
02059|MICHEAL KORIBANICS|685 VAN HOUTEN AV||CLIFTON|NJ|07013|E|19850731|*
02060|VIGANOLA CONSTR INC|49 WASHINGTON AVE||LITTLE FERRY|NJ|07643|E|19890731|H
02061|WOOLMAN HOMES|6B WILLIAMSTOWN NEW FREEDOM RD||SICKLERVILLE|NJ|08081|E|19810731|H
02062|ALBERT BELL BUILDERS INC|8-63 FOREST ST||FAIR LAWN|NJ|07410|E|19860531|*
02063|HYMER CONSTR INC|20 WALNUT AVE||SOMERSET|NJ|08873|E|19890731|H
02064|ROLLING HILLS OF BRIELLE JR|80 N WASHINGTON AV||BERGENFIELD|NJ|07621|E|19810731|*
02065|WILLIAM C LACHENMAYR INC|P O BOX 19|AIRPORT RD|READINGTON|NJ|08870|E|19901031|A
02066|RIVERBEND INC|59-63 MINE BROOK ROAD||BERNARDSVILLE|NJ|07924|E|19910731|
02067|SURF BUILDERS|P O BOX 5||SEASIDE PARK|NJ|08752|E|19970731|*
02068|FOREMOST HOMES INC|41-33 CHRISTINE CT||FAIRLAWN|NJ|07410|E|19810731|*
02069|GEORGE B MERLO & SONS|607 HAIG BLVD||PHILLIPSBURG|NJ|08865||20150731|*
02070|SUNDERLAND LAND CO INC|PO BOX F||BELLE MEAD|NJ|08502|E|19890731|*
02071|IANNELLI & IANNELLI INC|15 WANDA AV||WAYNE|NJ|07470|E|19890731|*
